Weight_kg,Seat_FL,Seat_FR,Seat_BL,Seat_BR,Lumbar_L,Lumbar_R,IMU_Pitch,IMU_Roll,Posture_Class
47.88679164715634,92,117,122,114,75,29,-3.7415838420517114,-0.35151348404130867,0
65.29860381351992,142,130,153,169,119,88,1.5417303877739337,-1.4785862457798415,0
65.47508820820471,138,113,161,153,93,90,-0.9187217990804882,-0.8498443694647918,0
76.52555921961059,132,140,193,198,86,113,-1.020032797709494,-0.26987493529337125,0
80.97893002326931,144,137,171,220,116,105,0.8268698064474017,1.876795812558066,0
65.91956076847748,128,128,172,168,89,74,-2.250978094596753,2.4457519796168263,0
68.60055699990394,155,124,153,166,90,106,3.7640489929500673,1.3454200461549777,0
45.0,80,71,85,122,60,39,3.0591006389212274,-0.15800789857898942,0
45.0,82,64,106,106,18,58,-0.6715693985802564,1.669021525289393,0
58.76691657707851,130,109,127,182,78,77,1.3924127296268367,1.8489560949453452,0
61.662248780459954,110,110,150,142,70,82,0.3961695215357099,-0.14436041192394247,0
58.430318956108025,128,131,112,138,71,55,3.007985977165377,-2.650969808393012,0
51.11056637372775,112,117,136,108,59,74,-2.2211516909316575,1.7522704434236227,0
45.0,81,97,116,104,76,42,1.4259968603447761,-0.24032539815813503,0
70.62309849721969,140,117,186,170,84,108,1.1862025159367675,-0.3095464393139903,0
52.139188332401375,109,81,154,96,93,71,-2.8169225927271193,-1.5566291735239037,0
60.64601643381451,116,133,150,150,74,78,-1.0898381736178995,0.39913611435207086,0
66.30922476448883,138,130,159,162,92,78,-3.420336785313251,-1.348185422105713,0
51.103733844367625,104,72,140,132,70,81,0.3916905101953631,-0.978372777615032,0
85.31664222247608,145,154,209,216,101,114,2.028740130036261,-1.8408742313316453,0
51.42463894705348,85,78,111,141,53,106,-1.2230356059838965,-1.4066610968482223,0
68.90645061233245,143,124,170,207,88,107,0.3696722473897478,-0.8583577801812136,0
52.15553004823758,90,127,138,119,77,83,-0.0699769809939234,1.77080063563551,0
70.70533947104074,132,134,182,175,72,98,-3.140449439780913,-0.7271371758248686,0
70.54820043397352,148,142,171,147,99,95,1.1195808958620797,1.0807807255546218,0
65.80210372073523,142,126,171,161,86,100,-2.553497151640619,-1.0810565404082624,0
54.775373804956764,98,100,137,127,90,58,0.19224155388196673,-0.4622752887050425,0
59.38379698174097,117,129,123,149,91,79,-0.8794621165483498,1.4469778843537329,0
76.91672525091492,182,142,181,210,124,93,-1.0345769002007443,1.40934744018558,0
56.117384560657996,94,92,125,136,77,96,-0.5635692177210144,-1.344450511034277,0
48.02304342965692,91,102,100,123,65,70,1.9686447969531675,-0.21398884422550896,0
66.04836101470946,119,117,153,152,104,107,4.9106002798217885,-0.637739984251316,0
54.00955188750733,95,113,135,109,94,97,-1.6647111462084574,0.4714155563864041,0
53.42095833321859,107,112,161,128,58,49,-0.7754031198719683,0.28586539072490497,0
51.76697944081313,91,103,126,144,105,59,-0.06625394574759419,1.7945578635177877,0
55.14784780474489,133,114,129,143,89,84,2.088321754138144,0.6818914896263114,0
69.10183643550216,153,142,166,171,108,78,2.133349379178308,1.1692955904456728,0
67.16142632422061,148,132,165,144,99,97,-0.7866776246547214,0.028744822934817487,0
92.28556612627645,181,201,224,230,130,123,-0.6155564699060017,0.21915032766393897,0
55.7499293962926,91,109,126,154,50,64,0.38817998579661517,1.073631749859772,0
67.28096625090329,121,157,143,131,94,80,3.131048058468681,-0.0657502610729878,0
47.702740560170014,83,72,129,126,61,90,1.4167128945987066,0.24380071377119883,0
47.018813271433864,89,94,111,120,42,83,-3.0510503418494777,-0.6919080698812444,0
60.849883502504035,123,125,155,158,99,82,2.2345916631762552,0.34272534637770413,0
71.92605260623917,128,165,175,154,96,84,-0.17947138857445344,1.4401172154494728,0
73.76900968584214,113,135,144,156,108,108,-1.3052479586047818,-0.4461834332147797,0
67.9564058649895,130,113,189,179,85,89,-1.933952286258426,-0.047711356141979855,0
64.91735931126574,114,109,154,186,94,76,-4.083469736848581,-0.24717738252059693,0
70.01615893898622,135,125,182,177,105,101,2.7987108731720043,0.9246336829127688,0
76.6937380144707,150,178,177,213,103,90,-1.070470423121136,1.3173940656343257,0
55.225598323239495,114,97,134,167,98,79,-0.6406946163886403,0.4241659464019164,0
62.532048694354806,105,116,128,159,91,74,0.2400626534365226,0.6135179727304166,0
84.03581468606046,165,177,231,199,126,109,-2.4515313260046825,-1.4643748802098202,0
59.58321780082853,91,136,166,136,84,85,1.7673198749733448,0.6523228784134196,0
65.6494327215347,125,143,168,155,97,43,-1.1006103076908402,-0.6716233679380516,0
78.08271980520945,133,130,208,184,107,101,-3.4794275575561993,-0.36244094140313216,0
68.6785715811237,147,124,144,161,112,102,0.15364378212051072,-1.2829922241885696,0
57.11887011828997,141,115,146,155,78,71,-0.6985154086368576,-0.3216350512173826,0
59.2511021128103,124,114,156,143,78,47,-0.1432025188281279,-0.03722223650984159,0
74.82858744583474,100,175,181,199,82,107,0.6929769517959854,0.9980101098596522,0
47.252182115568814,88,94,128,123,64,67,-1.2475379213916102,1.9140313538667861,0
95.64781819333585,199,200,252,243,108,150,-0.11523759406717078,0.2010990467149675,0
45.95116449773837,87,93,117,118,84,67,0.6052709304780665,-0.7542758500193579,0
58.58180710593092,94,121,154,139,97,74,1.9281743365767146,1.1894704889246406,0
63.75807034860159,106,101,180,143,68,51,-0.3461436485677392,0.015579047581467534,0
53.05453553234697,117,91,163,144,64,32,-2.6461795868149967,1.642015160136369,0
94.07319601627039,196,217,251,238,132,136,-2.779144933527192,-1.6453987469568918,0
72.6250002570147,138,128,173,152,93,80,0.5623828479387516,0.10420110395187607,0
46.54974955897921,103,66,99,128,46,57,0.3597883023069569,1.3920022863445993,0
69.70072938634372,114,125,175,146,98,91,-1.9366889097272706,0.1053755061459599,0
69.73485936184007,136,127,172,178,92,92,0.44782826812932286,1.3641404299738442,0
52.172116370705425,126,81,117,117,81,64,-1.3258018351018963,-1.4026052717996935,0
79.46838901743227,140,185,176,199,113,110,-1.346981248487737,0.27899416222380197,0
59.40597277571209,112,128,178,137,57,76,-0.25964139946685233,0.0438114719791096,0
98.11593072716046,214,180,248,264,123,125,-1.6073491359394616,1.6391168054440675,0
53.85646720471899,85,104,120,135,47,75,-2.0295134613857337,-0.6492775450660071,0
73.66940546252495,160,123,205,186,86,95,-3.987471285142911,0.37405656984757213,0
69.81657677530411,120,136,149,169,78,80,0.152010782824823,0.5387559924463692,0
79.30530445294613,136,147,212,196,138,109,2.182620241188538,0.609138120907177,0
64.68868763086044,122,135,172,146,64,57,-0.6182329284050028,0.1335409047822823,0
69.11187857677561,138,170,169,181,91,89,-2.206733212347747,-2.152890592952483,0
74.86707076182876,148,134,198,180,86,106,-0.5805490883773027,0.26739231407190295,0
49.42144825492548,111,102,120,133,85,73,0.056362314738256494,-0.009118996644203544,0
62.14493667780733,115,110,149,153,89,80,-2.623672464700319,-1.0651136630753726,0
68.81102301356682,118,130,150,177,113,108,0.12894882962024048,-1.9754665663538713,0
59.01179980697709,108,104,140,138,80,79,2.981452273699904,0.14866745720211155,0
62.042644282147805,133,97,113,166,60,78,0.8738763394926997,1.1906462747863413,0
45.61841763516897,99,79,72,103,65,37,-3.6039608751600394,0.541462728204788,0
64.56703887690819,126,109,176,155,84,70,-0.030619698345991115,0.5792914996010884,0
55.79404848331885,133,86,112,158,70,63,-1.7696054280538018,-0.172946059923423,0
76.55866562354507,157,140,219,178,111,104,-1.2112310794737282,1.8260097135469362,0
80.22437805158317,143,161,186,226,107,99,3.1230223934537054,0.032004149065766624,0
64.58552428210872,142,114,142,166,102,95,-2.694252579059393,-0.9716140385106515,0
75.94466760128142,168,141,182,205,108,106,-1.5135901771389215,-1.4218106667418438,0
92.31003282861518,178,181,249,233,129,137,-1.287036460760286,0.9278401280812372,0
56.890661786399605,80,140,122,136,70,79,-1.6784193346780127,-1.0448091940210336,0
73.42032097555015,138,145,176,203,103,107,1.7209469767194907,-0.5830774385689385,0
71.28033776134377,117,143,164,166,102,112,2.34694771497065,0.18102155870370695,0
62.29780207430486,123,158,161,126,93,87,0.6176660251979276,1.702214944635238,0
80.05653855715843,135,150,183,187,113,130,1.3463627025399167,-0.13845598398377382,0
67.52540141752173,147,120,163,165,76,98,-2.3917661240703687,0.4446026682201407,0
60.30672591949106,109,126,142,173,73,82,0.8390648878140555,-0.8874921778021001,0
75.05627164622325,121,163,175,222,90,101,-2.8367314658660634,-1.7608088119807759,0
83.58953933595026,179,176,213,216,101,97,4.012185776318246,2.061503576636398,0
61.95275759624667,129,133,153,173,64,78,-0.3403692450498569,-0.4532280493272752,0
51.96448751156073,98,122,136,111,96,86,-3.73307323414612,-0.08268068584269925,0
70.14936784856062,129,151,200,195,84,75,-0.45296819769966384,-0.9594392367234797,0
63.972407456756855,120,116,132,164,75,66,-3.5368787311257033,0.32316771418478146,0
45.0,111,79,101,117,44,63,-0.05502981010127251,1.772251596669744,0
72.72512389738566,136,126,165,174,100,109,2.453866447768615,-0.10015407647995278,0
50.755494690475174,97,86,87,137,77,62,2.9853771379190435,-0.2711236010425688,0
62.93787004114821,113,133,135,158,62,89,1.031878435408199,-1.5625458568865427,0
61.50101924783523,107,106,153,167,65,81,-3.230263631811019,1.1647393544571714,0
68.00343100462803,125,118,167,150,45,95,1.3862112145262881,0.1764415552772252,0
74.65508777520674,152,174,183,171,95,118,-4.725864871083677,-1.0097307047099375,0
52.95650149225651,87,103,154,134,65,65,-1.5983840133005072,-0.4827435221820324,0
45.0,83,134,114,98,52,76,1.766219554294318,-0.07783719701280203,0
63.5857857475287,112,150,171,149,102,84,-2.8765559566347334,0.9192289345752035,0
73.93883145171107,132,157,176,175,82,103,0.9694656345889495,-0.8463566549908735,0
90.87534886940404,196,173,229,206,125,116,-2.1350658285085458,0.02421945667275807,0
75.80021993951809,154,150,188,180,104,95,2.3747721031295024,2.589563642018614,0
64.3584536677746,140,143,155,125,75,103,2.6351950712159193,-1.0065425652796411,0
61.67984712781565,131,126,147,145,75,67,-1.9986044645898215,-0.5047749212282174,0
84.61525965257218,185,177,200,213,110,97,-0.6446409384226798,1.2171585208254965,0
66.54102994410245,121,131,167,159,96,80,-2.358079582319605,1.1876793884615637,0
74.19816216440142,171,127,171,189,100,102,-2.691959360493497,0.12637957954641182,0
68.84861982206729,138,128,178,197,88,75,1.2694429371235398,1.1096998419562232,0
77.49912937001761,161,141,188,194,104,112,-0.24076232790719648,-2.172669546014036,0
55.903190812022196,118,116,122,153,65,85,1.0262115963521654,-0.2595466775839172,0
67.14202238761877,124,128,159,176,63,72,3.676367353590245,-0.22346598237185214,0
47.050759097891294,89,88,116,132,47,65,1.9006151839471515,1.7106133725819253,0
75.65276681695401,160,105,195,175,71,106,1.0021883398796905,0.1895816165987434,0
81.23121963228141,180,176,223,210,107,82,-0.27489702925538373,0.9528745472029388,0
58.55512516618072,110,114,151,144,102,67,-1.6864931906323835,2.1709427174978138,0
64.7245043733214,115,124,152,148,63,83,-1.4849411713960965,-1.3200225112207058,0
45.0,64,81,98,115,79,30,1.5201119273792052,0.08243975293450329,0
63.61036510806384,125,111,151,143,99,83,-0.3202655911332808,0.6713400764504657,0
88.61666960054211,147,143,193,221,123,92,-0.12132162762924155,-0.7084067669104628,0
74.53053639706562,167,156,178,169,65,87,-0.966122103366879,0.14679301198554937,0
59.044176656412276,114,110,134,147,84,61,-1.974359054302368,-0.13125696709230472,0
81.75305331644778,167,160,214,204,98,112,-0.19717626456852347,0.018849622944847662,0
45.98783309751073,85,86,84,104,61,62,0.2171194115530463,-0.0332299906444608,0
47.61254802703659,106,98,106,143,44,76,2.5314156817294013,-0.8661748482145009,0
76.00815245260169,142,150,190,184,111,111,-1.3412404181532898,1.3924653000643288,0
45.0,102,103,93,104,42,55,2.608680485756305,-1.6624919880356743,0
57.68752002139962,131,102,138,116,63,90,1.5593210645386797,1.3103087461196083,0
84.61815952967524,162,167,195,213,103,110,-2.468697743759844,-0.5924642591528942,0
69.64797947205179,132,132,165,166,115,99,0.012844539621875633,-0.4363858905265686,0
57.863275547591755,128,116,140,148,52,59,1.3939088090214713,-0.33381948975600995,0
45.28504991041322,120,96,118,83,51,47,0.2858861895274135,1.732514999485092,0
53.30813362448438,72,113,114,134,101,56,-0.3362876371695792,-0.47209057769712737,0
45.0,116,68,117,103,57,98,-0.5720084437602216,1.100959634998571,0
45.0,102,88,114,104,63,53,0.5074793229891469,0.4676931717654332,0
70.70200645798471,135,152,172,146,111,79,-0.7392206720872679,0.37710039390218647,0
52.84727125891652,69,148,145,132,68,73,-1.1913225880869842,1.3744380931708173,0
69.29571399731074,134,130,167,166,107,99,1.290431171900114,0.5556044660034485,0
45.0,86,80,127,124,47,65,1.311801553059522,0.19473619471877485,0
48.396805716421994,106,107,126,129,71,53,-2.759236329577861,-0.6267172245899651,0
68.04691562543516,148,141,171,182,88,76,1.6008190504553645,0.7542913298135743,0
59.71706250478731,112,103,141,117,81,78,-1.4898052896128982,-0.6751782749743815,0
50.56075916504533,73,85,112,109,78,63,1.3184913368648101,0.9375701376265584,0
58.29679222165145,93,113,146,163,56,31,-4.007724728813507,0.6354180302092264,0
64.57389362655172,127,116,170,143,91,92,3.6010223630217073,1.2389463529394373,0
76.84293870498432,140,147,161,177,94,92,5.519320077822155,0.39241596717876703,0
64.13296820847211,123,123,152,159,96,71,-1.6448398647644011,1.1210306673244714,0
52.786369152946406,89,94,142,133,72,82,-0.6074520575533293,-1.345870923473215,0
60.07679496240845,119,106,110,145,100,92,0.7809296998577792,-0.10322175293249623,0
75.51556478427639,148,136,180,194,117,97,2.4722614436124357,0.08865759096143744,0
55.69735029208024,85,72,128,118,65,70,0.0010559177131945856,0.6012067489291149,0
55.65452227367781,111,116,119,151,71,83,2.904935068941491,0.32674476460232005,0
46.99399873743782,96,76,102,132,43,86,-3.1075175320321287,0.8178896580250287,0
49.39130971492984,104,86,118,121,49,75,1.276783851216766,-0.3286184757489846,0
54.81501006939781,67,102,170,146,71,68,-0.45719983068003717,-0.9943493746085122,0
62.31452249936865,136,130,163,159,82,91,1.09423823035042,-1.1808128153088449,0
70.28539787237929,136,158,153,150,94,93,-0.7080814218820476,-0.573601772896901,0
64.42678330118571,146,100,145,156,59,81,0.4879063958170005,-0.22320225463480511,0
85.26058232019226,145,154,203,204,131,120,0.041772976591923576,0.23070090571868349,0
46.43958860288156,106,113,98,101,42,57,0.49300955686400977,0.49822174849678513,0
68.52901724224868,127,134,155,199,65,92,1.9746690331782037,-0.07595102364252276,0
90.33048706921495,168,171,241,188,141,97,0.013599689119995538,-0.19003903500149447,0
58.26686739071819,88,119,173,122,79,66,-0.8584888405973237,0.5885532697707198,0
67.9624208867025,138,157,163,177,69,74,0.03829555483150412,-0.6414869090443096,0
68.61368789032528,127,132,149,177,103,83,2.96823205707193,0.35561334878566,0
55.41940993136698,105,138,132,130,63,83,0.531756459304097,-0.4367197360405955,0
59.46286157494656,135,105,117,160,67,89,-1.298746076642852,1.321304032273012,0
45.0,97,86,95,104,69,60,1.7851946765986184,-1.2111719292807812,0
70.18178172661479,159,136,158,151,89,105,3.952881169030971,-1.5642416117110514,0
60.21431231471452,115,97,152,160,72,39,3.022309860494695,-1.4511756900515589,0
64.78527405515092,143,108,168,176,58,89,0.873477103467019,0.40429475496169764,0
54.9414823658926,98,95,135,118,55,82,-0.16304534620329178,0.34767648353833636,0
45.91688350777881,62,78,130,97,53,67,1.3326250018184238,0.4625912928539512,0
72.96746712995633,161,166,193,180,83,83,-0.5030777720889914,-0.5975101946916416,0
69.3151974737206,143,110,185,154,85,94,0.8367964417773675,1.4015985929464294,0
89.93934485697551,170,181,233,215,144,121,6.219837112010722,0.6067230591361827,0
68.96840324727953,145,123,160,152,97,102,1.3318485041089227,0.4215866106144557,0
68.4088201261264,141,115,161,178,102,85,3.3489848666950746,-0.005596018829046555,0
60.997610473987066,130,126,156,150,80,70,-3.035747493361619,-0.3570292008066094,0
71.7835978828355,130,105,192,168,81,104,0.8419458887787796,0.49201884799279927,0
56.51182304113219,119,88,156,142,68,76,2.1198727680932437,0.6170059495766975,0
45.0,66,63,126,100,82,51,0.8173056229613417,-1.0293715081820716,0
45.0,84,78,112,117,75,80,-2.2330488798973183,1.2358116200069387,0
56.9632389589528,113,95,125,144,74,75,-2.6520953721640765,-0.413465161123276,0
51.38106531419903,112,114,98,111,44,57,-0.46080142841153465,-0.9242331442683044,0
60.831868422934946,102,120,150,138,82,71,-2.89929043939706,-0.9218598131253132,0
58.19682845543525,92,124,154,125,88,99,3.346904180597074,1.340461051790348,0
46.284372712578204,93,97,118,119,40,76,-1.8350056420285272,1.0176614668435024,0
78.37425989398884,127,158,200,191,119,97,-0.4587814881360555,-0.04347694981386243,0
69.9044829625104,131,137,165,169,104,85,-2.039328677384231,-0.02355215087423812,0
45.0,67,96,102,114,63,55,3.4991678084108413,1.3814540786904865,0
51.02728068179045,85,97,114,135,89,58,-1.3810821046325188,-0.9161919154812425,0
65.35166300749528,126,136,167,141,98,99,0.9993702206058677,0.4720022709192744,0
51.31399454149986,95,114,161,113,46,71,0.07587567089520406,0.6833289928110694,0
72.10187507176602,118,149,167,202,124,83,-0.4617327476895379,1.4532606633210343,0
54.30620009727988,103,104,104,132,60,63,1.7191757739596039,-0.3871306497895146,0
82.2108480485634,154,154,213,206,116,122,-2.5130137885585127,0.8132051867479773,0
57.36168263543348,98,154,159,120,55,82,-1.2244734690155006,-1.085150526557798,0
69.66170716329154,132,139,171,137,87,78,1.0977676706347288,-0.25495579355369785,0
64.45295986471916,119,137,165,164,93,115,5.97051800520682,0.3674816654743044,0
46.16756190543718,97,75,106,108,75,74,0.9472641536229089,-0.9263811299815384,0
45.0,67,83,105,146,65,38,0.10986822199969745,-0.7095798547491726,0
54.09316394160681,80,75,160,138,57,79,2.042766590858797,2.088442772869925,0
45.0,100,71,111,96,62,45,0.006751013194321998,0.32782117284308526,0
56.28658825175691,121,104,138,116,69,73,-1.9916307895804581,0.651136241823657,0
98.69110327441965,204,194,268,247,135,128,-2.2239340515483272,1.4641772387524374,0
79.12996435386079,132,149,181,192,122,96,2.1929384676217674,-0.6256772874962124,0
61.40047266163795,84,109,153,168,73,52,0.11604546961679045,0.8484308822052846,0
70.6759602435259,126,133,164,140,106,111,-1.2707247776512587,-1.1896666590903613,0
71.12130787875309,136,145,184,163,94,100,-2.275371340849633,-0.20149153394751798,0
82.38151251005473,159,179,207,188,129,118,1.4090130796494462,0.7890566873755189,0
55.79738370420125,114,110,141,162,89,76,-0.9589859347984867,0.2965755451407618,0
75.17834813074477,171,141,171,174,82,86,-2.065047807055079,0.39792704994680894,0
56.812886619739594,122,95,161,146,90,64,-2.811134038357284,0.015618333949603047,0
73.96335317893262,144,150,163,167,106,82,-2.183867800790626,0.8902475008365087,0
68.48488808938772,113,140,177,157,98,93,-2.7342756129204915,0.8481742126666681,0
54.45621401330166,110,81,134,129,81,66,-2.017109368152416,-1.962625691672579,0
57.38773099114072,115,117,117,151,84,60,1.4637414085765912,0.3350580290841175,0
58.58287336856118,117,134,159,123,86,96,-0.07861457525526237,-0.1344967844017327,0
67.41531928964883,145,133,180,167,88,83,2.181960850371934,2.012270445700765,0
83.88778702364951,168,140,211,174,119,123,-1.6368573318840027,1.532367724678116,0
53.70701662087125,95,87,153,161,70,85,0.24709539191116467,1.9541574337502863,0
80.78066281743233,173,180,206,184,135,98,-1.484968465076768,-0.4853058353678683,0
57.30807106359968,123,116,147,141,83,37,0.6846756689792429,1.5541604207147741,0
57.847495573022826,117,108,168,165,68,73,0.482643869833562,-1.151014083619507,0
60.964734081482504,105,100,158,158,67,93,-0.9033189523192454,0.19502498402812674,0
53.157911791685365,101,109,122,127,66,58,0.5063304760759624,0.820344012612456,0
59.52516171637905,110,110,142,144,85,91,-3.0972365977274934,-0.4911537471421047,0
52.90328682412426,94,96,118,110,62,72,-2.406401710778289,-1.042044412243103,0
70.33041252169791,121,134,159,180,65,86,-1.1148461062166424,-0.41299782214343406,0
66.21550274868439,132,112,160,135,85,74,0.3676690326450087,2.6930336639804966,0
74.81546385784226,134,170,178,210,110,105,-1.0990805491910698,-0.11676591579524663,0
67.16226406244527,125,141,163,143,87,113,0.7875945964325031,-1.92767257934561,0
79.45648401748608,147,127,180,218,100,100,-0.12400801873206349,0.9514492770580866,0
57.80226525215167,144,108,146,118,98,58,3.808273179146014,1.6259589153620633,0
65.03485789267681,112,116,151,151,97,68,-2.194605055265688,-0.5888668267386961,0
65.08757997819414,114,121,177,162,77,92,2.435918304611117,-0.513196364513396,0
46.567909902290076,85,77,100,122,79,51,1.362719020885896,0.4086073077017676,0
68.41741384972077,131,118,153,157,94,86,-4.1740540372041375,-0.5846177306571996,0
45.0,93,45,102,102,79,53,-4.241400305270132,-0.6068651778571754,0
67.361845786373,141,132,172,223,57,114,0.28251428017492647,-2.1305664798072006,0
57.975734728395025,105,103,146,119,87,69,0.5746578088060186,-0.04551224530124217,0
46.17902925343499,80,94,102,124,70,88,-0.9000257159916274,1.2571492168625729,0
59.54210476301098,134,103,157,142,77,79,1.3373096095158132,0.09806753953894455,0
65.53136554997349,149,140,173,153,72,100,-0.23245808624391634,0.21471318317052634,0
74.26465509541711,139,118,176,196,90,107,2.945341351501964,-0.6039806259692295,0
59.33295651603064,115,69,142,120,95,89,0.6481140564431213,-1.1476913898156673,0
68.53339374752514,158,145,164,184,73,77,3.04201245431876,-0.9489165208248372,0
53.47974387464419,121,99,136,122,42,74,-1.0579554161280305,-1.0565576427602528,0
45.0,116,100,111,129,46,67,-0.13726809217093722,-1.3683150388328105,0
64.79734607206198,135,129,133,144,83,86,0.52804016266734,1.2723535001067678,0
46.177147854565064,97,89,109,98,61,64,4.823353351156842,1.5163940552535728,0
45.0,58,73,104,138,67,39,0.6683528344897949,-0.15525904882474875,0
68.80450805184692,125,131,188,149,69,81,-3.094607977876731,1.0826910538870733,0
76.53730391427044,140,155,205,180,94,117,-3.038692150953685,-2.832155598110569,0
45.0,93,78,110,72,49,65,-0.7770415503660185,0.19042388992505774,0
48.247883520434485,87,95,103,115,72,65,0.11796844317919475,0.446872500802698,0
53.7885622261049,72,120,126,138,88,50,0.448432808581586,0.714609790636618,0
52.06782596601435,126,87,119,130,50,62,-0.5770973917514096,-0.7837535211244283,0
66.44434565750245,119,105,167,189,87,90,-0.6657208087650225,-0.09338685889994829,0
71.69811857163603,141,162,164,202,105,102,-2.5386609930933983,1.7025146581296056,0
65.27634236094407,127,96,143,157,90,84,-0.49705723614889874,1.2005316584738726,0
